repositories,stars_count,forks_count,issues_count,pull_requests,contributors,language,stars_count_zscore,stars_count_outlier,forks_count_zscore,forks_count_outlier,issues_count_zscore,issues_count_outlier,pull_requests_zscore,pull_requests_outlier,contributors_zscore,contributors_outlier,health_score,activity_ratio,issues_per_contributor,prs_per_contributor,health_category
octocat/Hello-World,0.0,0.0,612.0,316.0,2.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,18.09083539160047,1,10.909433242852293,1,-0.17085205402828305,0,-306.0,0.5154975530179445,306.0,158.0,Unhealthy
EddieHubCommunity/support,271.0,150.0,536.0,6.0,71.0,Unknown,1.115740481455166,0,0.7555766254079087,0,15.811216272418584,1,0.05611796496399168,0,1.6978213901284172,0,-1.619718309859155,0.0111731843575419,7.549295774647887,0.08450704225352113,Unhealthy
ethereum/aleth,0.0,0.0,313.0,27.0,154.0,C++,-0.48005598867893856,0,-0.4160468828182531,0,9.122333856924353,1,0.7913425483048121,0,3.9456459678821294,1,-2.0324675324675323,0.08598726114649681,2.0324675324675323,0.17532467532467533,Unhealthy
localstack/localstack,0.0,0.0,290.0,30.0,434.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,8.432449123487729,1,0.8963746316392149,0,11.528668639822362,1,-0.6682027649769585,0.10309278350515463,0.6682027649769585,0.06912442396313365,Unhealthy
education/classroom,0.0,589.0,202.0,22.0,67.0,Ruby,-0.48005598867893856,0,4.184528092816476,1,5.792890143382384,1,0.6162890760808072,0,1.5894924948149853,0,5.776119402985074,0.10837438423645321,3.014925373134328,0.3283582089552239,Unhealthy
shobhit97/open-gpstracker,0.0,0.0,172.0,0.0,3.0,Java,-0.48005598867893856,0,-0.4160468828182531,0,4.8930404910737435,1,-0.15394620170481416,0,-0.14376983019992506,0,-57.333333333333336,0.0,57.333333333333336,0.0,Unhealthy
donnemartin/system-design-primer,0.0,0.0,164.0,164.0,115.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,4.653080583791439,1,5.587807687242545,1,2.889439238576168,0,-1.4260869565217391,0.9939393939393939,1.4260869565217391,1.4260869565217391,Unhealthy
jgthms/bulma,0.0,0.0,151.0,159.0,380.0,CSS,-0.48005598867893856,0,-0.4160468828182531,0,4.263145734457695,1,5.41275421501854,1,10.066228553091031,1,-0.3973684210526316,1.0460526315789473,0.3973684210526316,0.41842105263157897,Unhealthy
sukritishah15/DS-Algo-Point,956.0,289.0,142.0,16.0,186.0,Java,5.1493957657424785,1,1.8412810763641523,0,3.993190838765103,1,0.40622490941200134,0,4.812277130389584,1,5.93010752688172,0.11188811188811189,0.7634408602150538,0.08602150537634409,Unhealthy
taniarascia/comments,4.0,0.0,117.0,0.0,0.0,Unknown,-0.4565017972378448,0,-0.4160468828182531,0,3.2433161285079026,1,-0.15394620170481416,0,-0.22501650168499898,0,-113.0,0.0,117.0,0.0,Unhealthy
trailofbits/algo,0.0,0.0,115.0,10.0,163.0,Jinja,-0.48005598867893856,0,-0.4160468828182531,0,3.1833261516873264,1,0.19616074274319556,0,4.189385982337352,1,-0.7055214723926381,0.08620689655172414,0.7055214723926381,0.06134969325153374,Unhealthy
octocat/octocat.github.io,233.0,198.0,106.0,18.0,0.0,CSS,0.8919756627647748,0,1.1304961480402806,0,2.9133712559947345,0,0.4762462983016033,0,-0.22501650168499898,0,325.0,0.16822429906542055,106.0,18.0,Healthy
felangel/bloc,0.0,0.0,85.0,6.0,169.0,Dart,-0.48005598867893856,0,-0.4160468828182531,0,2.283476499378686,0,0.05611796496399168,0,4.351879325307499,1,-0.5029585798816568,0.06976744186046512,0.5029585798816568,0.03550295857988166,Unhealthy
iamrajiv/new-keptn-docs-engine,0.0,1.0,81.0,3.0,0.0,JavaScript,-0.48005598867893856,0,-0.4082360594300787,0,2.1634965457375337,0,-0.048914118370411236,0,-0.22501650168499898,0,-80.0,0.036585365853658534,81.0,3.0,Unhealthy
SauravMukherjee44/Aec-Library-Website,5.0,2.0,81.0,29.0,184.0,HTML,-0.45061324937757136,0,-0.4004252360419043,0,2.1634965457375337,0,0.861363937194414,0,4.758112682732869,1,-0.40217391304347827,0.35365853658536583,0.44021739130434784,0.15760869565217392,Unhealthy
mattgallagher/AudioStreamer,0.0,566.0,75.0,6.0,7.0,Objective-C,-0.48005598867893856,0,4.004879154888464,1,1.9835266152758058,0,0.05611796496399168,0,-0.035440934886493164,0,70.14285714285714,0.07894736842105263,10.714285714285714,0.8571428571428571,Healthy
WhiteHouse/petitions,0.0,353.0,65.0,16.0,25.0,JavaScript,-0.48005598867893856,0,2.3411737732073146,0,1.6835767311729253,0,0.40622490941200134,0,0.45203909402395037,0,11.52,0.24242424242424243,2.6,0.64,Healthy
EddieHubCommunity/LinkFree,0.0,956.0,63.0,22.0,658.0,JavaScript,-0.48005598867893856,0,7.051100276276485,1,1.6235867543523492,0,0.6162890760808072,0,17.595086777374547,1,1.3571428571428572,0.34375,0.09574468085106383,0.03343465045592705,Unhealthy
rrousselGit/freezed,0.0,169.0,61.0,6.0,73.0,Dart,-0.48005598867893856,0,0.9039822697832226,0,1.5635967775317734,0,0.05611796496399168,0,1.7519858377851332,0,1.4794520547945205,0.0967741935483871,0.8356164383561644,0.0821917808219178,Unhealthy
google/accompanist,0.0,389.0,59.0,6.0,75.0,Kotlin,-0.48005598867893856,0,2.6223634151815935,0,1.5036068007111973,0,0.05611796496399168,0,1.806150285441849,0,4.4,0.1,0.7866666666666666,0.08,Unhealthy
brettkromkamp/contextualise,960.0,43.0,57.0,0.0,6.0,Python,5.1729499571835715,1,-0.08018147712675337,0,1.4436168238906213,0,-0.15394620170481416,0,-0.06252315871485115,0,157.66666666666666,0.0,9.5,0.0,Healthy
devraj/google-diff-match-patch,0.0,0.0,57.0,0.0,0.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,1.4436168238906213,0,-0.15394620170481416,0,-0.22501650168499898,0,-57.0,0.0,57.0,0.0,Unhealthy
ritwickdey/live-server-web-extension,598.0,237.0,56.0,8.0,3.0,JavaScript,3.0412956317645836,1,1.4351182601790828,0,1.4136218354803332,0,0.12613935385359362,0,-0.14376983019992506,0,259.6666666666667,0.14035087719298245,18.666666666666668,2.6666666666666665,Healthy
WhiteHouse/cyber-acquisitions,8.0,37.0,54.0,5.0,5.0,CSS,-0.432947605796751,0,-0.12704641745579984,0,1.353631858659757,0,0.021107270519190705,0,-0.08960538254320911,0,-1.8,0.09090909090909091,10.8,1.0,Unhealthy
xoreaxeaxeax/sandsifter,0.0,398.0,53.0,9.0,0.0,Python,-0.48005598867893856,0,2.692660825675163,0,1.3236368702494692,0,0.1611500482983946,0,-0.22501650168499898,0,345.0,0.16666666666666666,53.0,9.0,Healthy
EddieHubCommunity/awesome-github-profiles,925.0,612.0,51.0,9.0,434.0,HTML,4.966850782074001,1,4.364177030744487,1,1.2636468934288931,0,0.1611500482983946,0,11.528668639822362,1,3.423963133640553,0.17307692307692307,0.1175115207373272,0.020737327188940093,Unhealthy
adrianhajdin/project_cryptoverse,0.0,298.0,49.0,16.0,2.0,JavaScript,-0.48005598867893856,0,1.911578486857722,0,1.203656916608317,0,0.40622490941200134,0,-0.17085205402828305,0,124.5,0.32,24.5,8.0,Healthy
openfoodfacts/api-documentation,11.0,7.0,48.0,7.0,10.0,HTML,-0.41528196221593067,0,-0.3613711191010322,0,1.173661928198029,0,0.09112865940879265,0,0.04580573659858076,0,-3.0,0.14285714285714285,4.8,0.7,Unhealthy
florinpop17/app-ideas,0.0,0.0,46.0,235.0,68.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,1.113671951377453,0,8.073566992823414,1,1.6165747186433432,0,-0.6764705882352942,5.0,0.6764705882352942,3.4558823529411766,Unhealthy
adrianhajdin/project_e_commerce,0.0,450.0,45.0,5.0,0.0,JavaScript,-0.48005598867893856,0,3.0988236418602324,1,1.083676962967165,0,0.021107270519190705,0,-0.22501650168499898,0,405.0,0.10869565217391304,45.0,5.0,Healthy
samczsun/Skype4J,144.0,53.0,43.0,2.0,10.0,Java,0.367894903200438,0,-0.0020732432450092427,0,1.023686986146589,0,-0.0839248128152122,0,0.04580573659858076,0,15.4,0.045454545454545456,4.3,0.2,Healthy
donnemartin/gitsome,0.0,460.0,43.0,14.0,28.0,Python,-0.48005598867893856,0,3.176931875741977,1,1.023686986146589,0,0.33620352052239943,0,0.5332857655090243,0,14.892857142857142,0.3181818181818182,1.5357142857142858,0.5,Healthy
education/classroom-assistant,101.0,39.0,43.0,2.0,17.0,JavaScript,0.11468734520867971,0,-0.11142477067945102,0,1.023686986146589,0,-0.0839248128152122,0,0.2353813033970866,0,5.705882352941177,0.045454545454545456,2.5294117647058822,0.11764705882352941,Unhealthy
aviaryan/Clipjump,332.0,58.0,42.0,2.0,3.0,AutoHotkey,1.4749419009318463,0,0.036980873695862816,0,0.9936919977363009,0,-0.0839248128152122,0,-0.14376983019992506,0,116.0,0.046511627906976744,14.0,0.6666666666666666,Healthy
antonmedv/expr,0.0,216.0,41.0,12.0,33.0,Go,-0.48005598867893856,0,1.2710909690274201,0,0.9636970093260129,0,0.2661821316327975,0,0.6686968846508142,0,5.303030303030303,0.2857142857142857,1.2424242424242424,0.36363636363636365,Unhealthy
education/teachers,176.0,28.0,39.0,0.0,2.0,Unknown,0.5563284347291884,0,-0.19734382794936955,0,0.9037070325054368,0,-0.15394620170481416,0,-0.17085205402828305,0,82.5,0.0,19.5,0.0,Healthy
octocat/hello-worId,176.0,114.0,35.0,9.0,0.0,Unknown,0.5563284347291884,0,0.4743869834336299,0,0.7837270788642848,0,0.1611500482983946,0,-0.22501650168499898,0,255.0,0.25,35.0,9.0,Healthy
arogozhnikov/einops,0.0,249.0,34.0,5.0,18.0,Python,-0.48005598867893856,0,1.5288481408371757,0,0.7537320904539968,0,0.021107270519190705,0,0.2624635272254446,0,11.944444444444445,0.14285714285714285,1.8888888888888888,0.2777777777777778,Healthy
SauravMukherjee44/CodeIN-Community-Website,70.0,142.0,34.0,8.0,65.0,HTML,-0.06785763845979718,0,0.6930900383025135,0,0.7537320904539968,0,0.12613935385359362,0,1.5353280471582693,0,2.7384615384615385,0.22857142857142856,0.5230769230769231,0.12307692307692308,Unhealthy
donnemartin/haxor-news,0.0,177.0,34.0,5.0,9.0,Python,-0.48005598867893856,0,0.9664688568886179,0,0.7537320904539968,0,0.021107270519190705,0,0.018723512770222786,0,15.88888888888889,0.14285714285714285,3.7777777777777777,0.5555555555555556,Healthy
anuraghazra/anuraghazra,228.0,0.0,33.0,4.0,3.0,Unknown,0.8625329234634076,0,-0.4160468828182531,0,0.7237371020437088,0,-0.013903423925610267,0,-0.14376983019992506,0,65.0,0.11764705882352941,11.0,1.3333333333333333,Healthy
sagesharp/foss-heartbeat,297.0,40.0,33.0,3.0,11.0,Python,1.2688427258222754,0,-0.1036139472912766,0,0.7237371020437088,0,-0.048914118370411236,0,0.07288796042693874,0,27.636363636363637,0.08823529411764706,3.0,0.2727272727272727,Healthy
donnemartin/interactive-coding-challenges,0.0,0.0,32.0,36.0,42.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,0.6937421136334208,0,1.1064387983080208,0,0.9124368991060359,0,-0.7619047619047619,1.0909090909090908,0.7619047619047619,0.8571428571428571,Unhealthy
khannakshat7/Elektra,38.0,85.0,32.0,18.0,20.0,HTML,-0.25629116998854756,0,0.24787310517657196,0,0.6937421136334208,0,0.4762462983016033,0,0.3166279748821605,0,4.55,0.5454545454545454,1.6,0.9,Unhealthy
ethereum/act,126.0,22.0,31.0,0.0,9.0,Haskell,0.2619010417155159,0,-0.24420876827841603,0,0.6637471252231327,0,-0.15394620170481416,0,0.018723512770222786,0,13.0,0.0,3.4444444444444446,0.0,Healthy
gylidian/gylidian.github.io,0.0,0.0,31.0,0.0,0.0,HTML,-0.48005598867893856,0,-0.4160468828182531,0,0.6637471252231327,0,-0.15394620170481416,0,-0.22501650168499898,0,-31.0,0.0,31.0,0.0,Unhealthy
donnemartin/saws,0.0,278.0,30.0,6.0,8.0,Python,-0.48005598867893856,0,1.7553620190942336,0,0.6337521368128447,0,0.05611796496399168,0,-0.00835871105813519,0,31.0,0.1935483870967742,3.75,0.75,Healthy
localstack/docs,21.0,32.0,28.0,6.0,44.0,SCSS,-0.35639648361319615,0,-0.1661005343966719,0,0.5737621599922686,0,0.05611796496399168,0,0.9666013467627518,0,0.5681818181818182,0.20689655172413793,0.6363636363636364,0.13636363636363635,Unhealthy
adrianhajdin/project_graphql_blog,977.0,233.0,28.0,5.0,0.0,JavaScript,5.273055270808221,1,1.403874966626385,0,0.5737621599922686,0,0.021107270519190705,0,-0.22501650168499898,0,1182.0,0.1724137931034483,28.0,5.0,Healthy
garimasingh128/awesome-python-projects,440.0,127.0,27.0,14.0,30.0,Jupyter Notebook,2.1109050698413787,0,0.5759276874798973,0,0.5437671715819806,0,0.33620352052239943,0,0.5874502131657403,0,18.0,0.5,0.9,0.4666666666666667,Healthy
WhiteHouse/api-standards,0.0,910.0,27.0,7.0,12.0,Unknown,-0.48005598867893856,0,6.691802400420462,1,0.5437671715819806,0,0.09112865940879265,0,0.09997018425529672,0,73.58333333333333,0.25,2.25,0.5833333333333334,Healthy
openfoodfacts/hunger-games,2.0,6.0,27.0,2.0,9.0,JavaScript,-0.4682788929583917,0,-0.3691819424892066,0,0.5437671715819806,0,-0.0839248128152122,0,0.018723512770222786,0,-2.111111111111111,0.07142857142857142,3.0,0.2222222222222222,Unhealthy
adrianhajdin/ecommerce_sanity_stripe,907.0,220.0,27.0,18.0,0.0,JavaScript,4.860856920589079,1,1.3023342625801178,0,0.5437671715819806,0,0.4762462983016033,0,-0.22501650168499898,0,1100.0,0.6428571428571429,27.0,18.0,Healthy
education/teachers_pet,184.0,74.0,26.0,9.0,9.0,Ruby,0.6034368176113759,0,0.1619540479066534,0,0.5137721831716926,0,0.1611500482983946,0,0.018723512770222786,0,25.77777777777778,0.3333333333333333,2.888888888888889,1.0,Healthy
offensive-security/kali-nethunter,0.0,897.0,26.0,3.0,33.0,Unknown,-0.48005598867893856,0,6.590261696374195,1,0.5137721831716926,0,-0.048914118370411236,0,0.6686968846508142,0,26.393939393939394,0.1111111111111111,0.7878787878787878,0.09090909090909091,Healthy
octocat/git-consortium,135.0,67.0,25.0,10.0,0.0,Unknown,0.31489797245797696,0,0.10727828418943253,0,0.4837771947614046,0,0.19616074274319556,0,-0.22501650168499898,0,177.0,0.38461538461538464,25.0,10.0,Healthy
btholt/complete-intro-to-react,0.0,961.0,25.0,11.0,15.0,JavaScript,-0.48005598867893856,0,7.0901543932173565,1,0.4837771947614046,0,0.23117143718799654,0,0.18121685574037064,0,62.4,0.4230769230769231,1.6666666666666667,0.7333333333333333,Healthy
lynxerzhang/JSSkills,0.0,0.0,25.0,0.0,0.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,0.4837771947614046,0,-0.15394620170481416,0,-0.22501650168499898,0,-25.0,0.0,25.0,0.0,Unhealthy
feross/buffer,0.0,214.0,24.0,14.0,62.0,JavaScript,-0.48005598867893856,0,1.2554693222510713,0,0.4537822063511166,0,0.33620352052239943,0,1.4540813756731954,0,3.064516129032258,0.56,0.3870967741935484,0.22580645161290322,Unhealthy
ethereum/beacon-APIs,190.0,106.0,24.0,11.0,25.0,HTML,0.6387681047730166,0,0.4119003963282346,0,0.4537822063511166,0,0.23117143718799654,0,0.45203909402395037,0,10.88,0.44,0.96,0.44,Healthy
loveBabbar/CodeHelp-DSA-Busted-Series,0.0,913.0,24.0,125.0,19.0,C++,-0.48005598867893856,0,6.715234870584985,1,0.4537822063511166,0,4.222390603895308,1,0.28954575105380254,0,46.78947368421053,5.0,1.263157894736842,6.578947368421052,Healthy
arkokoley/pdfvuer,722.0,114.0,24.0,0.0,17.0,Vue,3.771475566438491,1,0.4743869834336299,0,0.4537822063511166,0,-0.15394620170481416,0,0.2353813033970866,0,47.76470588235294,0.0,1.411764705882353,0.0,Healthy
rrousselGit/flutter_hooks,0.0,142.0,23.0,2.0,45.0,Dart,-0.48005598867893856,0,0.6930900383025135,0,0.4237872179408286,0,-0.0839248128152122,0,0.9936835705911098,0,2.6444444444444444,0.08333333333333333,0.5111111111111111,0.044444444444444446,Unhealthy
donnemartin/dev-setup,0.0,0.0,23.0,10.0,16.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,0.4237872179408286,0,0.19616074274319556,0,0.20829907956872862,0,-1.4375,0.4166666666666667,1.4375,0.625,Unhealthy
adrianhajdin/project_chat_application,0.0,973.0,23.0,24.0,0.0,JavaScript,-0.48005598867893856,0,7.18388427387545,1,0.4237872179408286,0,0.6863104649704092,0,-0.22501650168499898,0,950.0,1.0,23.0,24.0,Healthy
thrau/jarchivelib,183.0,33.0,23.0,4.0,7.0,Java,0.5975482697511025,0,-0.15828971100849748,0,0.4237872179408286,0,-0.013903423925610267,0,-0.035440934886493164,0,27.571428571428573,0.16666666666666666,3.2857142857142856,0.5714285714285714,Healthy
arogozhnikov/hep_ml,151.0,58.0,22.0,0.0,8.0,Jupyter Notebook,0.4091147382223521,0,0.036980873695862816,0,0.39379222953054055,0,-0.15394620170481416,0,-0.00835871105813519,0,23.375,0.0,2.75,0.0,Healthy
wellington1993/avaliacao_desenvolvedor,1.0,70.0,22.0,15.0,0.0,Ruby,-0.47416744081866513,0,0.13071075435395577,0,0.39379222953054055,0,0.3712142149672004,0,-0.22501650168499898,0,49.0,0.6521739130434783,22.0,15.0,Healthy
Tyriar/dotfiles,31.0,5.0,21.0,0.0,0.0,Shell,-0.2975110050104617,0,-0.37699276587738106,0,0.3637972411202525,0,-0.15394620170481416,0,-0.22501650168499898,0,15.0,0.0,21.0,0.0,Healthy
ralexstokes/ethereum-consensus,41.0,11.0,21.0,0.0,7.0,Rust,-0.2386255264077272,0,-0.3301278255483346,0,0.3637972411202525,0,-0.15394620170481416,0,-0.035440934886493164,0,4.428571428571429,0.0,3.0,0.0,Unhealthy
majkinetor/au,214.0,79.0,21.0,0.0,24.0,PowerShell,0.7800932534195794,0,0.20100816484752548,0,0.3637972411202525,0,-0.15394620170481416,0,0.4249568701955924,0,11.333333333333334,0.0,0.875,0.0,Healthy
trailofbits/cb-multios,465.0,100.0,21.0,3.0,16.0,C,2.2581187663482147,0,0.36503545599918813,0,0.3637972411202525,0,-0.048914118370411236,0,0.20829907956872862,0,34.0,0.13636363636363635,1.3125,0.1875,Healthy
google/adb-sync,0.0,156.0,21.0,7.0,7.0,Python,-0.48005598867893856,0,0.8024415657369552,0,0.3637972411202525,0,0.09112865940879265,0,-0.035440934886493164,0,19.285714285714285,0.3181818181818182,3.0,1.0,Healthy
tapaswenipathak/CFP,0.0,1.0,21.0,0.0,2.0,Python,-0.48005598867893856,0,-0.4082360594300787,0,0.3637972411202525,0,-0.15394620170481416,0,-0.17085205402828305,0,-10.0,0.0,10.5,0.0,Unhealthy
offensive-security/exploitdb,0.0,0.0,21.0,18.0,17.0,C,-0.48005598867893856,0,-0.4160468828182531,0,0.3637972411202525,0,0.4762462983016033,0,0.2353813033970866,0,-1.2352941176470589,0.8181818181818182,1.2352941176470589,1.0588235294117647,Unhealthy
google/access-bridge-explorer,97.0,46.0,21.0,0.0,0.0,C#,0.09113315376758592,0,-0.05674900696223013,0,0.3637972411202525,0,-0.15394620170481416,0,-0.22501650168499898,0,122.0,0.0,21.0,0.0,Healthy
btholt/complete-intro-to-react-v5,0.0,0.0,21.0,32.0,5.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,0.3637972411202525,0,0.9663960205288169,0,-0.08960538254320911,0,-4.2,1.4545454545454546,4.2,6.4,Unhealthy
PawanKolhe/color-calendar,130.0,58.0,20.0,7.0,0.0,TypeScript,0.2854552331566097,0,0.036980873695862816,0,0.3338022527099645,0,0.09112865940879265,0,-0.22501650168499898,0,168.0,0.3333333333333333,20.0,7.0,Healthy
Chirag321ratvekar/MLOPs-Automation-,0.0,1.0,20.0,0.0,0.0,Jupyter Notebook,-0.48005598867893856,0,-0.4082360594300787,0,0.3338022527099645,0,-0.15394620170481416,0,-0.22501650168499898,0,-19.0,0.0,20.0,0.0,Unhealthy
majkinetor/au-packages,53.0,40.0,19.0,0.0,22.0,HTML,-0.1679629520844458,0,-0.1036139472912766,0,0.3038072642996765,0,-0.15394620170481416,0,0.37079242253887645,0,3.3636363636363638,0.0,0.8636363636363636,0.0,Unhealthy
jgthms/css-reference,0.0,326.0,19.0,18.0,3.0,HTML,-0.48005598867893856,0,2.1302815417266054,0,0.3038072642996765,0,0.4762462983016033,0,-0.14376983019992506,0,102.33333333333333,0.9,6.333333333333333,6.0,Healthy
adrianhajdin/chat_application,829.0,413.0,19.0,1.0,0.0,JavaScript,4.40155018748775,1,2.8098231764977792,0,0.3038072642996765,0,-0.11893550726001319,0,-0.22501650168499898,0,1223.0,0.05,19.0,1.0,Healthy
justinshenk/fer,210.0,62.0,19.0,0.0,5.0,Jupyter Notebook,0.7565390619784855,0,0.06822416724856047,0,0.3038072642996765,0,-0.15394620170481416,0,-0.08960538254320911,0,50.6,0.0,3.8,0.0,Healthy
ethereum/cbc-casper,227.0,42.0,19.0,3.0,9.0,Python,0.8566443756031341,0,-0.08799230051492778,0,0.3038072642996765,0,-0.048914118370411236,0,0.018723512770222786,0,27.77777777777778,0.15,2.111111111111111,0.3333333333333333,Healthy
kdeldycke/meta-package-manager,272.0,27.0,18.0,7.0,15.0,Python,1.1216290293154394,0,-0.20515465133754396,0,0.2738122758893885,0,0.09112865940879265,0,0.18121685574037064,0,18.733333333333334,0.3684210526315789,1.2,0.4666666666666667,Healthy
rupa/epub,360.0,62.0,18.0,5.0,2.0,Python,1.6398212410195028,0,0.06822416724856047,0,0.2738122758893885,0,0.021107270519190705,0,-0.17085205402828305,0,202.0,0.2631578947368421,9.0,2.5,Healthy
LiveOverflow/PwnAdventure3,548.0,124.0,18.0,3.0,2.0,C++,2.746868238750911,0,0.552495217315374,0,0.2738122758893885,0,-0.048914118370411236,0,-0.17085205402828305,0,327.0,0.15789473684210525,9.0,1.5,Healthy
ethereum/casper,681.0,181.0,18.0,5.0,19.0,Python,3.5300451041672796,1,0.9977121504413156,0,0.2738122758893885,0,0.021107270519190705,0,0.28954575105380254,0,44.421052631578945,0.2631578947368421,0.9473684210526315,0.2631578947368421,Healthy
garimasingh128/Alexa-skills-starters,24.0,15.0,18.0,0.0,5.0,Python,-0.3387308400323758,0,-0.2988845319956369,0,0.2738122758893885,0,-0.15394620170481416,0,-0.08960538254320911,0,4.2,0.0,3.6,0.0,Unhealthy
google/addlicense,530.0,143.0,18.0,16.0,36.0,Go,2.640874377265989,0,0.7009008616906879,0,0.2738122758893885,0,0.40622490941200134,0,0.7499435561358881,0,18.194444444444443,0.8421052631578947,0.5,0.4444444444444444,Healthy
davglass/doorbot,315.0,59.0,18.0,7.0,6.0,JavaScript,1.3748365873071975,0,0.044791697084037234,0,0.2738122758893885,0,0.09112865940879265,0,-0.06252315871485115,0,59.333333333333336,0.3684210526315789,3.0,1.1666666666666667,Healthy
benawad/astral-bugs,42.0,1.0,18.0,0.0,0.0,Unknown,-0.23273697854745376,0,-0.4082360594300787,0,0.2738122758893885,0,-0.15394620170481416,0,-0.22501650168499898,0,25.0,0.0,18.0,0.0,Healthy
vicky002/AlgoWiki,0.0,0.0,17.0,13.0,194.0,CSS,-0.48005598867893856,0,-0.4160468828182531,0,0.24381728747910048,0,0.30119282607759845,0,5.0289349210164485,1,-0.08762886597938144,0.7222222222222222,0.08762886597938144,0.06701030927835051,Unhealthy
bradtraversy/alexis_speech_assistant,261.0,177.0,17.0,10.0,6.0,Python,1.0568550028524313,0,0.9664688568886179,0,0.24381728747910048,0,0.19616074274319556,0,-0.06252315871485115,0,70.16666666666667,0.5555555555555556,2.8333333333333335,1.6666666666666667,Healthy
EddieHubCommunity/good-first-issue-finder,133.0,92.0,17.0,2.0,31.0,Svelte,0.30312087673743005,0,0.30254886889379284,0,0.24381728747910048,0,-0.0839248128152122,0,0.6145324369940982,0,6.709677419354839,0.1111111111111111,0.5483870967741935,0.06451612903225806,Unhealthy
EddieHubCommunity/EddieBot,119.0,129.0,16.0,6.0,82.0,TypeScript,0.22068120669360178,0,0.5915493342562461,0,0.21382229906881245,0,0.05611796496399168,0,1.995725852240355,0,2.8292682926829267,0.35294117647058826,0.1951219512195122,0.07317073170731707,Unhealthy
openfoodfacts/offf,0.0,0.0,16.0,0.0,0.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,0.21382229906881245,0,-0.15394620170481416,0,-0.22501650168499898,0,-16.0,0.0,16.0,0.0,Unhealthy
offensive-security/nethunter-app,281.0,159.0,16.0,2.0,22.0,Unknown,1.1746259600579003,0,0.8258740359014785,0,0.21382229906881245,0,-0.0839248128152122,0,0.37079242253887645,0,19.272727272727273,0.11764705882352941,0.7272727272727273,0.09090909090909091,Healthy
anuraghazra/BugVilla,206.0,70.0,16.0,19.0,2.0,TypeScript,0.7329848705373918,0,0.13071075435395577,0,0.21382229906881245,0,0.5112569927464042,0,-0.17085205402828305,0,130.0,1.1176470588235294,8.0,9.5,Healthy
Shreeshrii/tessdata_shreetest,133.0,28.0,16.0,0.0,0.0,Shell,0.30312087673743005,0,-0.19734382794936955,0,0.21382229906881245,0,-0.15394620170481416,0,-0.22501650168499898,0,145.0,0.0,16.0,0.0,Healthy
openfoodfacts/off-category-classification,4.0,3.0,16.0,21.0,6.0,Jupyter Notebook,-0.4565017972378448,0,-0.39261441265372987,0,0.21382229906881245,0,0.5812783816360062,0,-0.06252315871485115,0,-1.5,1.2352941176470589,2.6666666666666665,3.5,Unhealthy
salil-naik/css-art-gallery,126.0,206.0,16.0,5.0,29.0,JavaScript,0.2619010417155159,0,1.1929827351456759,0,0.21382229906881245,0,0.021107270519190705,0,0.5603679893373823,0,10.89655172413793,0.29411764705882354,0.5517241379310345,0.1724137931034483,Healthy
xoreaxeaxeax/movfuscator,0.0,449.0,16.0,4.0,0.0,C,-0.48005598867893856,0,3.091012818472058,1,0.21382229906881245,0,-0.013903423925610267,0,-0.22501650168499898,0,433.0,0.23529411764705882,16.0,4.0,Healthy
smaranjitghose/awesome-portfolio-websites,0.0,0.0,16.0,4.0,151.0,HTML,-0.48005598867893856,0,-0.4160468828182531,0,0.21382229906881245,0,-0.013903423925610267,0,3.8643992963970555,1,-0.10596026490066225,0.23529411764705882,0.10596026490066225,0.026490066225165563,Unhealthy
google/acme,382.0,55.0,16.0,7.0,10.0,Go,1.7693692939455186,0,0.013548403531339582,0,0.21382229906881245,0,0.09112865940879265,0,0.04580573659858076,0,42.1,0.4117647058823529,1.6,0.7,Healthy
florinpop17/100Days100Projects,430.0,69.0,16.0,1.0,0.0,Unknown,2.0520195912386443,0,0.12289993096578136,0,0.21382229906881245,0,-0.11893550726001319,0,-0.22501650168499898,0,483.0,0.058823529411764705,16.0,1.0,Healthy
education/autograding,27.0,30.0,15.0,22.0,0.0,TypeScript,-0.32106519645155546,0,-0.18172218117302072,0,0.18382731065852442,0,0.6162890760808072,0,-0.22501650168499898,0,42.0,1.375,15.0,22.0,Healthy
ethereum/btcrelay,564.0,174.0,15.0,7.0,6.0,Python,2.8410850045152864,0,0.9430363867240946,0,0.18382731065852442,0,0.09112865940879265,0,-0.06252315871485115,0,120.5,0.4375,2.5,1.1666666666666667,Healthy
zemse/create-solidity-project,8.0,9.0,15.0,19.0,3.0,JavaScript,-0.432947605796751,0,-0.3457494723246834,0,0.18382731065852442,0,0.5112569927464042,0,-0.14376983019992506,0,0.6666666666666666,1.1875,5.0,6.333333333333333,Unhealthy
