repositories,stars_count,forks_count,issues_count,pull_requests,contributors,language,stars_count_zs,stars_count_outlier,forks_count_zs,forks_count_outlier,issues_count_zs,issues_count_outlier,pull_requests_zs,pull_requests_outlier,contributors_zs,contributors_outlier,health_score,activity_ratio
rogeriopvl/8bit,82.0,12.0,2.0,1.0,2.0,JavaScript,0.002804935863484192,0,-0.3223170021601601,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.17085205402828305,0,46.0,0.3333333333333333
taniarascia/primitive,879.0,82.0,2.0,0.0,8.0,SCSS,4.695977580501422,1,0.22444063501204872,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.00835871105813519,0,119.875,0.0
themaaz32/download_teach,18.0,18.0,2.0,0.0,0.0,Dart,-0.3740621271940165,0,-0.2754520618311137,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,34.0,0.0
rchtgpt/tablot,0.0,0.0,2.0,0.0,5.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.08960538254320911,0,-0.4,0.0
Harshal0902/COVID-19-Tracker,2.0,0.0,2.0,0.0,0.0,JavaScript,-0.4682788929583917,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,0.0,0.0
casatwy/RTNetworking,0.0,317.0,2.0,0.0,7.0,Objective-C,-0.48005598867893856,0,2.0599841312330356,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.035440934886493164,0,45.0,0.0
simonw/asgi-cors,15.0,3.0,2.0,2.0,0.0,Python,-0.39172777077483684,0,-0.39261441265372987,0,-0.2061075386752198,0,-0.0839248128152122,0,-0.22501650168499898,0,16.0,0.6666666666666666
iamshaunjp/data-ui-with-d3-firebase,162.0,151.0,2.0,0.0,0.0,Unknown,0.47388876468536006,0,0.7633874487960832,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,311.0,0.0
LiveOverflow/pwnedit,187.0,24.0,2.0,0.0,0.0,C,0.6211024611921963,0,-0.2285871215020672,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,209.0,0.0
kylelix7/job-ui,1.0,0.0,2.0,0.0,0.0,JavaScript,-0.47416744081866513,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
devongovett/blob-stream,100.0,20.0,2.0,1.0,2.0,JavaScript,0.10879879734840626,0,-0.25983041505476484,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.17085205402828305,0,59.0,0.3333333333333333
iamshaunjp/flutter-animations,90.0,76.0,2.0,0.0,0.0,Unknown,0.04991331874567178,0,0.17757569468300224,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,164.0,0.0
Anuj-Kumar-Sharma/Java-DSA,131.0,71.0,2.0,1.0,0.0,Java,0.2913437810168832,0,0.13852157774213017,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,200.0,0.3333333333333333
xprilion/fireshort,63.0,28.0,2.0,0.0,4.0,JavaScript,-0.10907747348171133,0,-0.19734382794936955,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.1166876063715671,0,22.25,0.0
simonw/asgi-csrf,40.0,2.0,2.0,0.0,17.0,Python,-0.24451407426800065,0,-0.4004252360419043,0,-0.2061075386752198,0,-0.15394620170481416,0,0.2353813033970866,0,2.3529411764705883,0.0
mrdbourke/airbnb-amenity-detection,142.0,47.0,2.0,1.0,2.0,Jupyter Notebook,0.3561178074798911,0,-0.048938183574055716,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.17085205402828305,0,93.5,0.3333333333333333
simonw/asyncinject,26.0,1.0,2.0,0.0,2.0,Python,-0.32695374431182894,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,12.5,0.0
justinshenk/gitcommit,0.0,0.0,2.0,0.0,0.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-2.0,0.0
dylanbeattie/Confocal,0.0,0.0,2.0,0.0,0.0,CSS,-0.48005598867893856,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-2.0,0.0
motasimmakki/Chat-Application-In-Java,1.0,0.0,2.0,0.0,0.0,Java,-0.47416744081866513,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
markwylde/angular-fresh,2.0,1.0,2.0,0.0,0.0,JavaScript,-0.4682788929583917,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,1.0,0.0
trailofbits/cast2gif,7.0,2.0,2.0,0.0,0.0,Python,-0.43883615365702444,0,-0.4004252360419043,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,7.0,0.0
Orbiter/MetaGer,749.0,0.0,2.0,0.0,2.0,Unknown,3.9304663586658743,1,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,373.5,0.0
florinpop17/frontend-mentor-challenges,262.0,91.0,2.0,1.0,0.0,CSS,1.0627435507127048,0,0.29473804550561844,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,351.0,0.3333333333333333
iamshaunjp/Customizing-Bootstrap-5,21.0,7.0,2.0,0.0,0.0,Unknown,-0.35639648361319615,0,-0.3613711191010322,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,26.0,0.0
iamshaunjp/CSS-Tips-and-Tricks,60.0,52.0,2.0,1.0,0.0,Unknown,-0.12674311706253166,0,-0.009884066633183655,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,110.0,0.3333333333333333
ducc/DubTrack4J,1.0,3.0,2.0,0.0,3.0,Java,-0.47416744081866513,0,-0.39261441265372987,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.14376983019992506,0,0.6666666666666666,0.0
iamshaunjp/angular-2-playlist,31.0,49.0,2.0,0.0,0.0,CSS,-0.2975110050104617,0,-0.033316536797706894,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,78.0,0.0
rijusougata13/movie-recommender,1.0,1.0,2.0,0.0,2.0,HTML,-0.47416744081866513,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,0.0,0.0
Anuj-Kumar-Sharma/Social-App,48.0,38.0,2.0,1.0,0.0,Kotlin,-0.19740569138581304,0,-0.11923559406762543,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,84.0,0.3333333333333333
trailofbits/cvedb,12.0,4.0,2.0,1.0,3.0,Python,-0.4093934143556572,0,-0.38480358926555547,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.14376983019992506,0,4.666666666666667,0.3333333333333333
LiveOverflow/ctf,13.0,4.0,2.0,0.0,0.0,Unknown,-0.40350486649538375,0,-0.38480358926555547,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,15.0,0.0
iamshaunjp/bootstrap-5-tutorial,146.0,148.0,2.0,1.0,0.0,Unknown,0.3796719989209849,0,0.7399549786315599,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,292.0,0.3333333333333333
IonicaBizau/ajs,21.0,6.0,2.0,0.0,2.0,JavaScript,-0.35639648361319615,0,-0.3691819424892066,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,12.5,0.0
IonicaBizau/add-subtract-date,7.0,1.0,2.0,0.0,0.0,JavaScript,-0.43883615365702444,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,6.0,0.0
jishanshaikh4/CSE-219-Principles-of-Programming-Languages,17.0,0.0,2.0,0.0,0.0,C++,-0.37995067505429,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,15.0,0.0
jishanshaikh4/CSE-229-PHP-Laboratory,16.0,0.0,2.0,0.0,0.0,Hack,-0.3858392229145634,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,14.0,0.0
asweigart/automatetheboringstuffwithpythondotcom,63.0,37.0,2.0,5.0,0.0,HTML,-0.10907747348171133,0,-0.12704641745579984,0,-0.2061075386752198,0,0.021107270519190705,0,-0.22501650168499898,0,98.0,1.6666666666666667
iamshaunjp/complete-sass-tutorial,121.0,110.0,2.0,1.0,0.0,Unknown,0.2324583024141487,0,0.4431436898809323,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,229.0,0.3333333333333333
LiveOverflow/NECAnalyzer,44.0,17.0,2.0,0.0,0.0,C++,-0.22095988282690684,0,-0.2832628852192881,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,59.0,0.0
karar189/Music-App,0.0,0.0,2.0,0.0,0.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-2.0,0.0
PawanKolhe/C-Algorithms,59.0,52.0,2.0,7.0,36.0,C,-0.13263166492280512,0,-0.009884066633183655,0,-0.2061075386752198,0,0.09112865940879265,0,0.7499435561358881,0,3.0277777777777777,2.3333333333333335
PawanKolhe/amizone-fetch-api,4.0,2.0,2.0,0.0,0.0,JavaScript,-0.4565017972378448,0,-0.4004252360419043,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,4.0,0.0
eugenioclrc/binance-crypto-triangular-arbitrage,226.0,93.0,2.0,1.0,0.0,JavaScript,0.8507558277428607,0,0.31035969228196725,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,317.0,0.3333333333333333
rogeriopvl/gulp-ejs,86.0,34.0,2.0,16.0,16.0,JavaScript,0.026359127304577984,0,-0.15047888762032308,0,-0.2061075386752198,0,0.40622490941200134,0,0.20829907956872862,0,7.375,5.333333333333333
shazow/clicker.go,4.0,0.0,2.0,0.0,0.0,Go,-0.4565017972378448,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,2.0,0.0
shazow/apiclient,87.0,19.0,2.0,2.0,6.0,Python,0.032247675164851435,0,-0.26764123844293924,0,-0.2061075386752198,0,-0.0839248128152122,0,-0.06252315871485115,0,17.333333333333332,0.6666666666666666
nikhilkumarsingh/globTut,3.0,2.0,2.0,0.0,0.0,Jupyter Notebook,-0.4623903450981182,0,-0.4004252360419043,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,3.0,0.0
harryadel/blastjs,9.0,1.0,2.0,0.0,2.0,JavaScript,-0.4270590579364775,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,4.0,0.0
AnmolTomer/ml_bootcamp_udemy,6.0,6.0,2.0,0.0,2.0,Jupyter Notebook,-0.44472470151729787,0,-0.3691819424892066,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,5.0,0.0
lmgonzalves/pieces,220.0,22.0,2.0,0.0,0.0,JavaScript,0.81542454058122,0,-0.24420876827841603,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,240.0,0.0
kerrishotts/cordova-plugin-ios-launch-screen,3.0,1.0,2.0,0.0,0.0,JavaScript,-0.4623903450981182,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,2.0,0.0
lmgonzalves/segment,0.0,101.0,2.0,0.0,0.0,CSS,-0.48005598867893856,0,0.37284627938736253,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,99.0,0.0
EddieHubCommunity/Hackathons,23.0,25.0,2.0,0.0,26.0,Java,-0.3446193878926493,0,-0.2207762981138928,0,-0.2061075386752198,0,-0.15394620170481416,0,0.4791213178523084,0,1.7692307692307692,0.0
ankushKun/animedoro-timer,32.0,8.0,2.0,0.0,5.0,HTML,-0.29162245715018825,0,-0.3535602957128578,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.08960538254320911,0,7.6,0.0
dcbuild3r/blockchain-development-guide,0.0,118.0,2.0,0.0,13.0,Unknown,-0.48005598867893856,0,0.5056302769863276,0,-0.2061075386752198,0,-0.15394620170481416,0,0.1270524080836547,0,8.923076923076923,0.0
taranjeet/everything-else,0.0,0.0,2.0,0.0,0.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-2.0,0.0
jasineri/gitartwork,183.0,32.0,2.0,5.0,3.0,Unknown,0.5975482697511025,0,-0.1661005343966719,0,-0.2061075386752198,0,0.021107270519190705,0,-0.14376983019992506,0,71.0,1.6666666666666667
casatwy/CTPersistance,742.0,156.0,2.0,1.0,9.0,Objective-C,3.88924652364396,1,0.8024415657369552,0,-0.2061075386752198,0,-0.11893550726001319,0,0.018723512770222786,0,99.55555555555556,0.3333333333333333
avikalpg/avikalpg.github.io,1.0,0.0,2.0,0.0,0.0,Roff,-0.47416744081866513,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
AnirudhDagar/gh-tracker,15.0,0.0,2.0,0.0,2.0,JavaScript,-0.39172777077483684,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.17085205402828305,0,6.5,0.0
mattgallagher/CwlPreconditionTesting,157.0,39.0,2.0,0.0,7.0,Swift,0.4444460253839928,0,-0.11142477067945102,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.035440934886493164,0,27.714285714285715,0.0
jhonsnow456/Flutter-Apps-Project,5.0,0.0,2.0,0.0,0.0,Dart,-0.45061324937757136,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,3.0,0.0
avikalpg/github-profile,2.0,1.0,2.0,1.0,0.0,Unknown,-0.4682788929583917,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,1.0,0.3333333333333333
mattgallagher/CwlDemangle,112.0,25.0,2.0,1.0,6.0,Swift,0.17946137167168766,0,-0.2207762981138928,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.06252315871485115,0,22.5,0.3333333333333333
ducc/ducclang,0.0,1.0,2.0,1.0,0.0,JavaScript,-0.48005598867893856,0,-0.4082360594300787,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,-1.0,0.3333333333333333
gabrielfalcao/couleur,41.0,3.0,2.0,1.0,2.0,Python,-0.2386255264077272,0,-0.39261441265372987,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.17085205402828305,0,21.0,0.3333333333333333
mattgallagher/CwlUtils,581.0,65.0,2.0,1.0,9.0,Swift,2.941190318139935,0,0.0916566374130837,0,-0.2061075386752198,0,-0.11893550726001319,0,0.018723512770222786,0,71.55555555555556,0.3333333333333333
marcel-dempers/cpu-performance-analysis,22.0,22.0,2.0,1.0,0.0,Shell,-0.3505079357529227,0,-0.24420876827841603,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,42.0,0.3333333333333333
trailofbits/appjaillauncher-rs,97.0,14.0,2.0,0.0,4.0,Rust,0.09113315376758592,0,-0.3066953553838113,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.1166876063715671,0,27.25,0.0
priyanshumaitra/ccp-assignments,0.0,0.0,2.0,0.0,0.0,C++,-0.48005598867893856,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.15394620170481416,0,-0.22501650168499898,0,-2.0,0.0
IonicaBizau/animato.js,5.0,0.0,2.0,1.0,0.0,JavaScript,-0.45061324937757136,0,-0.4160468828182531,0,-0.2061075386752198,0,-0.11893550726001319,0,-0.22501650168499898,0,3.0,0.3333333333333333
Vectorized/Solidity-Code-Reviews,1.0,0.0,1.0,3.0,0.0,Unknown,-0.47416744081866513,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.048914118370411236,0,-0.22501650168499898,0,0.0,1.5
ali123321123/Kids-Math-App,2.0,0.0,1.0,0.0,0.0,Java,-0.4682788929583917,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,1.0,0.0
Vectorized/VoxNet-Tensorflow,10.0,7.0,1.0,0.0,0.0,Python,-0.4211705100762041,0,-0.3613711191010322,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,16.0,0.0
codophobia/Multi-Client-Server-Chat,14.0,17.0,1.0,0.0,0.0,C,-0.3976163186351103,0,-0.2832628852192881,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,30.0,0.0
K-avin/movie-streaming-app,0.0,0.0,1.0,0.0,0.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
vivekweb2013/commandhunt,9.0,1.0,1.0,0.0,3.0,Java,-0.4270590579364775,0,-0.4082360594300787,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.14376983019992506,0,3.0,0.0
sayakpaul/Breast-Cancer-Detection-using-Deep-Learning,28.0,24.0,1.0,0.0,0.0,Jupyter Notebook,-0.315176648591282,0,-0.2285871215020672,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,51.0,0.0
MrTwinkleSharma/eCommerce,0.0,0.0,1.0,0.0,0.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
Vectorized/Python-KD-Tree,105.0,26.0,1.0,0.0,0.0,Python,0.1382415366497735,0,-0.2129654747257184,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,130.0,0.0
lynxerzhang/AS3Util,3.0,1.0,1.0,0.0,0.0,ActionScript,-0.4623903450981182,0,-0.4082360594300787,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,3.0,0.0
Priyansh19077/ColorSwtichClone,5.0,3.0,1.0,0.0,2.0,Java,-0.45061324937757136,0,-0.39261441265372987,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.17085205402828305,0,3.5,0.0
beatak/each_html_char-js,0.0,0.0,1.0,0.0,0.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
stemount/community,0.0,0.0,1.0,0.0,0.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
loveBabbar/ProgressTracker,10.0,2.0,1.0,0.0,0.0,Java,-0.4211705100762041,0,-0.4004252360419043,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,11.0,0.0
ducc/egg,14.0,0.0,1.0,0.0,0.0,Go,-0.3976163186351103,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,13.0,0.0
ducc/a2-coursework,0.0,0.0,1.0,0.0,0.0,JavaScript,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
siddhi-244/Embellish,39.0,99.0,1.0,0.0,55.0,HTML,-0.2504026221282741,0,0.3572246326110137,0,-0.23610252708550783,0,-0.15394620170481416,0,1.2645058088746897,0,2.4909090909090907,0.0
hpaez/problemas-competencias,0.0,1.0,1.0,0.0,0.0,Java,-0.48005598867893856,0,-0.4082360594300787,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,0.0,0.0
Anuj-Kumar-Sharma/Rubiks_cube_Solver,26.0,8.0,1.0,0.0,0.0,Java,-0.32695374431182894,0,-0.3535602957128578,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,33.0,0.0
Anuj-Kumar-Sharma/GitLearningRepo,10.0,4.0,1.0,0.0,0.0,Python,-0.4211705100762041,0,-0.38480358926555547,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,13.0,0.0
Anuj-Kumar-Sharma/First-Contribution,17.0,0.0,1.0,567.0,4.0,Unknown,-0.37995067505429,0,-0.4160468828182531,0,-0.23610252708550783,0,19.69711754849734,1,-0.1166876063715671,0,4.0,283.5
Anuj-Kumar-Sharma/Firebook,30.0,29.0,1.0,3.0,0.0,Java,-0.3033995528707351,0,-0.18953300456119515,0,-0.23610252708550783,0,-0.048914118370411236,0,-0.22501650168499898,0,58.0,1.5
Anuj-Kumar-Sharma/Dad-Jokes-Chrome-Extension,29.0,26.0,1.0,0.0,0.0,HTML,-0.3092881007310086,0,-0.2129654747257184,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,54.0,0.0
iliyass-zamouri/flutter_agenda,3.0,2.0,1.0,0.0,0.0,Dart,-0.4623903450981182,0,-0.4004252360419043,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,4.0,0.0
oliveeyay/EtherTracker,4.0,0.0,1.0,0.0,0.0,Kotlin,-0.4565017972378448,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,3.0,0.0
ljharb/call-bind,5.0,3.0,1.0,0.0,0.0,JavaScript,-0.45061324937757136,0,-0.39261441265372987,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,7.0,0.0
ljharb/big-integer-min,2.0,2.0,1.0,0.0,0.0,JavaScript,-0.4682788929583917,0,-0.4004252360419043,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,3.0,0.0
ljharb/big-integer-max,3.0,0.0,1.0,0.0,2.0,JavaScript,-0.4623903450981182,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.17085205402828305,0,1.0,0.0
ljharb/actions,7.0,0.0,1.0,0.0,0.0,JavaScript,-0.43883615365702444,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,6.0,0.0
kerrishotts/cordova-template-webpack-ts-scss,4.0,1.0,1.0,0.0,0.0,JavaScript,-0.4565017972378448,0,-0.4082360594300787,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,4.0,0.0
kerrishotts/cordova-template-webpack-babel-scss,6.0,0.0,1.0,0.0,0.0,JavaScript,-0.44472470151729787,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,5.0,0.0
kerrishotts/cordova-keyboard-example,15.0,0.0,1.0,0.0,0.0,CSS,-0.39172777077483684,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,14.0,0.0
YashKandalkar/Collabora,3.0,1.0,1.0,0.0,0.0,JavaScript,-0.4623903450981182,0,-0.4082360594300787,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,3.0,0.0
nikhilkumarsingh/glitch-test,1.0,6.0,1.0,0.0,0.0,Shell,-0.47416744081866513,0,-0.3691819424892066,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,6.0,0.0
nikhilkumarsingh/discovering-hidden-apis,7.0,11.0,1.0,0.0,0.0,Jupyter Notebook,-0.43883615365702444,0,-0.3301278255483346,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,17.0,0.0
nikhilkumarsingh/clix,15.0,34.0,1.0,0.0,3.0,Python,-0.39172777077483684,0,-0.15047888762032308,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.14376983019992506,0,16.0,0.0
nikhilkumarsingh/async-http-requests-tut,38.0,25.0,1.0,1.0,0.0,Python,-0.25629116998854756,0,-0.2207762981138928,0,-0.23610252708550783,0,-0.11893550726001319,0,-0.22501650168499898,0,62.0,0.5
vicky002/CodeChef-API,6.0,0.0,1.0,0.0,0.0,Python,-0.44472470151729787,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,5.0,0.0
vicky002/charmander,7.0,0.0,1.0,0.0,2.0,Python,-0.43883615365702444,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.17085205402828305,0,3.0,0.0
RamyaChinnadurai/intro-react,1.0,0.0,1.0,0.0,5.0,JavaScript,-0.47416744081866513,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.08960538254320911,0,0.0,0.0
felangel/codemagic_bloc_unit_tests,12.0,15.0,1.0,0.0,0.0,Dart,-0.4093934143556572,0,-0.2988845319956369,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,26.0,0.0
felangel/bloc_todos,6.0,6.0,1.0,1.0,0.0,Dart,-0.44472470151729787,0,-0.3691819424892066,0,-0.23610252708550783,0,-0.11893550726001319,0,-0.22501650168499898,0,11.0,0.5
Anuj-Kumar-Sharma/Meme-Share,32.0,35.0,1.0,4.0,0.0,Kotlin,-0.29162245715018825,0,-0.14266806423214867,0,-0.23610252708550783,0,-0.013903423925610267,0,-0.22501650168499898,0,66.0,2.0
QAInsights/.new-shortcuts-domain-list,7.0,2.0,1.0,1.0,0.0,Unknown,-0.43883615365702444,0,-0.4004252360419043,0,-0.23610252708550783,0,-0.11893550726001319,0,-0.22501650168499898,0,8.0,0.5
kunal-kushwaha/16JanGitWorkshop,0.0,0.0,1.0,0.0,0.0,Unknown,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
QAInsights/Academy-Discussions,1.0,0.0,1.0,0.0,0.0,Unknown,-0.47416744081866513,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,0.0,0.0
cblecker/cluster-api-provider-jira,5.0,0.0,1.0,0.0,0.0,Go,-0.45061324937757136,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,4.0,0.0
vaananart/codeql-uboot,0.0,0.0,1.0,0.0,2.0,CodeQL,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.17085205402828305,0,-0.5,0.0
rupa/j2,240.0,23.0,1.0,2.0,2.0,Python,0.933195497786689,0,-0.23639794489024163,0,-0.23610252708550783,0,-0.0839248128152122,0,-0.17085205402828305,0,131.0,1.0
rupa/cuecat,25.0,3.0,1.0,2.0,2.0,JavaScript,-0.33284229217210237,0,-0.39261441265372987,0,-0.23610252708550783,0,-0.0839248128152122,0,-0.17085205402828305,0,13.5,1.0
mscoutermarsh/AddEvent-Ruby,5.0,0.0,1.0,0.0,0.0,Ruby,-0.45061324937757136,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,4.0,0.0
ForrestPi/deepfakeDetection,0.0,0.0,1.0,0.0,0.0,Python,-0.48005598867893856,0,-0.4160468828182531,0,-0.23610252708550783,0,-0.15394620170481416,0,-0.22501650168499898,0,-1.0,0.0
feross/chunk-store-stream,24.0,8.0,1.0,2.0,5.0,JavaScript,-0.3387308400323758,0,-0.3535602957128578,0,-0.23610252708550783,0,-0.0839248128152122,0,-0.08960538254320911,0,6.2,1.0
feross/chrome-net,131.0,26.0,1.0,0.0,12.0,JavaScript,0.2913437810168832,0,-0.2129654747257184,0,-0.23610252708550783,0,-0.15394620170481416,0,0.09997018425529672,0,13.0,0.0
